description,generic_name,how_to_take,name,side_effects,source,source_url,warnings
"<p>Ubiquinone is a vitamin-like substance that is made naturally in the body. Ubiquinone is also known as <a href=""/mtm/co-q-10-coenzyme-q-10.html"" data-type=""auto"">Co Q-10</a>, Coenzima, Ubidcarenone, Ubidécarénone, and Ubiquinol.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> ubiquinone (coenzyme Q-10) [ <i>ue-BIK-wi-none</i> ]<br>
<b>Brand names:</b> Co Q-10, <a href=""/coenzyme-q10.html"">Coenzyme Q10</a>, <a href=""/mtm/co-q-10-coenzyme-q-10.html"">CoQ10</a>, Co-Q10, CoQ-10 with Black Pepper Extract, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 15 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
elppa CoQ10, LiQ-10, LiQ-10 4x, LiQ-10 Double Strength, LiQsorb, Q-Sorb Co Q-10, QuinZyme, NutraDrops, Liquid Co-Q10, CoEnzyme Q10
</span><br>
<b>Dosage forms:</b> oral capsule (100 mg; 200 mg; 30 mg; 300 mg; 400 mg; 50 mg; 60 mg), oral liquid (10 mg/mL; 100 mg/5 mL; 100 mg/mL; 200 mg/5 mL; 90 mg/mL), 
<a href=""#"" onclick=""document.getElementById('subtitle-dosage-list').style.display='inline'; this.style.display='none'; return false;"">... show all 5 dosage forms</a>
<span id=""subtitle-dosage-list"" style=""display: none;"">
oral tablet (60 mg), oral tablet, chewable (100 mg), oral tablet, disintegrating (90 mg)
</span><br>
<b>Drug class:</b> <a href=""/drug-class/nutraceutical-products.html"">Nutraceutical products</a></p>",['<p><b>Usual Adult Dose for Dietary Supplement:</b></p>'],Ubiquinone (coenzyme Q-10),"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ubiquinone-coenzyme-q-10.html,"['<p>Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
,,[],Ubiquinone,,drugs.com,https://www.drugs.com/npc/ubiquinone.html,[]
<p>Budesonide rectal foam is used to help get mild to moderate active ulcerative colitis that extends from the rectum to the sigmoid colon under control (induce remission). Budesonide is a steroid (cortisone-like) medicine. </p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/budesonide.html"">budesonide</a> [ <i>bue-DES-oh-nide</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/glucocorticoids.html"">Glucocorticoids</a></p>","['<p><i>Use this medicine exactly as directed by your doctor</i>. Do not use it more often, and do not use it for a longer time than your doctor ordered. </p>']",Uceris (Rectal),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/uceris-budesonide-rectal.html,['<p><i>It is very important that your doctor check your progress at regular visits</i> for any problems or unwanted effects that may be caused by this medicine. </p>']
"<p>Budesonide is used to treat mild to moderate active Crohn's disease, an inflammatory bowel disease. This medicine works inside the intestines (bowels) to reduce inflammation and symptoms of the disease. It also helps keep the symptoms of Crohn's disease from coming back. Budesonide is a steroid (cortisone-like) medicine. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/budesonide.html"">budesonide</a> [ <i>bue-DES-oh-nide</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/glucocorticoids.html"">Glucocorticoids</a></p>","['<p><i>Take this medicine exactly as directed by your doctor</i>. Do not take more of it, do not take it more often, and do not take it for a longer time than your doctor ordered. Also, do not stop using this medicine without first checking with your doctor. </p>']",Uceris (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/uceris-budesonide-oral.html,"[""<p><i>It is very important that your doctor check your or your child's progress at regular visits</i> to make sure that this medicine is working properly. Blood and urine tests may be needed to check for unwanted effects. </p>""]"
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/budesonide.html"">budesonide</a><br>
<b>Dosage form:</b> aerosol, foam<br>
<b>Drug class:</b> <a href=""/drug-class/glucocorticoids.html"">Glucocorticoids</a></p>",[],Uceris Foam Prescribing Information,,drugs.com,https://www.drugs.com/pro/uceris-foam.html,[]
"<p>Uceris is an extended release <a href=""https://www.drugs.com/drug-class/glucocorticoids.html"">corticosteroid</a> tablet that reduces inflammation in the body.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/budesonide.html"">budesonide</a> (oral) [ <i>bue-DES-oh-nide</i> ]<br>
<b>Brand name:</b> Uceris<br>
<b>Drug class:</b> <a href=""/drug-class/glucocorticoids.html"">Glucocorticoids</a></p>",['<p><b>Usual Adult Dose for Ulcerative Colitis:</b></p>'],Uceris Tablets,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Uceris:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/uceris.html,['<p>When taking Uceris avoid being near people who are sick or have infections. Call your doctor for preventive treatment if you are exposed to chicken pox or measles. These conditions can be serious or even fatal in people who are using Uceris.</p>']
"<p>U-Cort (for the skin) is a steroid that is used to treat inflammation and <a href=""/cg/itchy-skin.html"" data-type=""auto"">itching</a> caused by <a href=""/condition/dermatological-disorders.html"" data-type=""auto"">skin conditions</a> that respond to steroid medication.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/hydrocortisone-rectal-cream-suppository.html"">hydrocortisone topical</a> [ <i>hye-droe-KOR-ti-sone</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/ala-cort.html"">Ala-Cort</a>, <a href=""/mtm/ala-scalp.html"">Ala-Scalp</a>, <a href=""/mtm/anusol-hc-cream-suppository.html"">Anusol-HC</a>, <a href=""/mtm/aquanil-hc.html"">Aquanil HC</a>, <a href=""/mtm/aquaphor-itch-relief-maximum-strength.html"">Aquaphor Itch Relief</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 52 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Aquaphor Itch Relief Maximum Strength, Avedana Hydrocortisone with Aloe, Beta HC, Caldecort, Cortaid Intensive Therapy, Cortaid Maximum Strength, Cortaid with Aloe, CortiBalm, Cortizone-10, Cortizone-10 Cooling Gel, Cortizone-10 Fast Itch Relief, Cortizone-10 Feminine Itch Relief, Cortizone-10 Intensive Healing Formula, Cortizone-10 Intensive Moisture, Cortizone-10 Maximum Strength, Cortizone-10 Overnight, Cortizone-10 Plus, Cortizone-10 Sensitive Skin, Cortizone-10 Ultra Soothing, Dermarest Eczema Medicated, Dermarest Plus Anti-Itch, Dermtex HC, Exederm for Eczema and Dermatitis, Gynecort Maximum Strength, Hydrocortisone Butyrate (Eqv-Locoid Lipocream), Hydrocortisone Butyrate (Eqv-Locoid), Hydrocortisone with Aloe, Hydrocortisone-Aloe, Instacort, Locoid Lipocream, Locoid Lotion, Monistat Care Instant Itch Relief, NuCort with Aloe, Pandel, Preparation H Hydrocortisone, Proctocort, Procto-Med HC, Procto-Pak 1%, Proctosol-HC, Proctozone-HC, Sarnol-HC, Texacort, U-Cort, Vanicream HC, Cortizone-5, Itch-X Lotion, Locoid
</span><br>
<b>Drug class:</b> <a href=""/drug-class/topical-steroids.html"">Topical steroids</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor.</p>']",U-Cort,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/u-cort.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>sfRowasa is used to treat <a href=""/cg/ulcerative-colitis.html"" data-type=""auto"">ulcerative colitis</a>, <a href=""/cg/proctitis.html"" data-type=""auto"">proctitis</a>, and proctosigmoiditis in adults.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> mesalamine (rectal) [ <i>me-SAL-a-meen</i> ]<br>
<b>Brand names:</b> <a href=""/canasa.html"">Canasa</a>, <a href=""/rowasa.html"">Rowasa</a>, sfRowasa, Canasa Pac rectal<br>
<b>Drug class:</b> <a href=""/drug-class/5-aminosalicylates.html"">5-aminosalicylates</a></p>",['<p>Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.</p>'],SfRowasa (rectal),"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/sfrowasa-rectal.html,"['<p>Call your doctor at once if you have severe stomach pain, cramping, and bloody diarrhea (may occur with fever, headache, and skin rash).</p>']"
"<p>Mesalamine is used to treat an inflammatory bowel disease, including ulcerative colitis. Mesalamine <i>suppositories</i> are used to treat mild to moderate active ulcerative proctitis (inflammation of the rectum). Mesalamine<i>enema</i> is used to treat active mild to moderate ulcerative colitis, proctitis or proctosigmoiditis (inflammation of the rectum and bowel). It works inside the intestines (bowels) to reduce the inflammation and other symptoms of the disease. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> mesalamine [ <i>me-SAL-a-meen</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/5-aminosalicylates.html"">5-aminosalicylates</a></p>","['<p><i>Use this medicine exactly as directed by your doctor</i>. Do not use it more often, and do not use it for a longer time than your doctor ordered. </p>']",sfRowasa (Rectal),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/sfrowasa.html,['<p><i>It is important that your doctor check your progress at regular visits</i>. This will allow your doctor to see if the medicine is working properly and to decide if you should continue to use it. Urine or blood tests may be needed to check for unwanted effects. </p>']
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/fluoride-topical.html"">sodium fluoride</a><br>
<b>Dosage form:</b> gel<br>
<b>Drug class:</b> <a href=""/drug-class/mouth-and-throat-products.html"">Mouth and throat products</a></p>",[],SF Gel Prescribing Information,,drugs.com,https://www.drugs.com/pro/sf-gel.html,[]
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/fluoride-topical.html"">sodium fluoride</a><br>
<b>Dosage form:</b> dental cream<br>
<b>Drug class:</b> <a href=""/drug-class/mouth-and-throat-products.html"">Mouth and throat products</a></p>",[],SF 5000 Plus Prescribing Information,,drugs.com,https://www.drugs.com/pro/sf-5000-plus.html,[]
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/teplizumab.html"">teplizumab-mzwv</a><br>
<b>Dosage form:</b> injection<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-antidiabetic-agents.html"">Miscellaneous antidiabetic agents</a><br>
<b>J Code (medical billing code):</b> J9381 (5 mcg, injection)</p>",[],Tzield Injection Prescribing Information,,drugs.com,https://www.drugs.com/pro/tzield-injection.html,[]
"<p>Tzield (teplizumab-mzwv) is used to help slow down the progression from stage 2 to stage 3 <a href=""https://www.drugs.com/condition/diabetes-mellitus-type-i.html"">type 1 diabetes</a>. Type 1 diabetes is an <a href=""https://www.drugs.com/cg/autoimmune-disease.html"">autoimmune disorde</a>r where your own immune system attacks and destroys insulin-making cells (beta cells) in the pancreas. Tzield helps to prevent the immune system from attacking the beta cells,  which may help slow down the progression of type 1 diabetes. Tzield can help patients stay at stage 2 for longer meaning that patients can spend more time symptom free without the complication of needing insulin injections, checking blood glucose levels regularly and the risk of <a href=""https://www.drugs.com/condition/diabetic-ketoacidosis.html"">diabetic ketoacidosis</a>, which can be life threatening.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/teplizumab.html"">teplizumab-mzwv</a><br>
<b>Dosage form:</b>  injection, for intravenous use<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-antidiabetic-agents.html"">Miscellaneous antidiabetic agents</a></p>",['<p><strong>Usual Adult and Pediatric Dose for Delay of Onset of Stage 3 Type 1 Diabetes:</strong></p>'],Tzield,"<p>Get emergency medical help if you have <strong>signs of an allergic reaction:</strong> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/tzield.html,['<p>Serious side effects can occur with Tzield</p>']
<p>Twynsta contains a combination of amlodipine and telmisartan. Amlodipine is a calcium channel blocker. Amlodipine relaxes (widens) blood vessels and improves blood flow.</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/amlodipine-and-telmisartan.html"">amlodipine and telmisartan</a> [ <i>am-LOE-de-peen-and-TEL-me-SAR-tan</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/angiotensin-ii-inhibitors-with-calcium-channel-blockers.html"">Angiotensin II inhibitors with calcium channel blockers</a></p>",['<p><b>Usual Adult Dose for Hypertension:</b></p>'],Twynsta,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Twynsta:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/twynsta.html,['<p>Do not use Twynsta if you are pregnant. It could harm the unborn baby. Use effective birth control. Stop using Twynsta and tell your doctor right away if you become pregnant.</p>']
"<p><a href=""/mtm/tecovirimat-oral-injection.html"" data-type=""auto"">Tecovirimat</a> is used to treat <a href=""/cg/smallpox.html"" data-type=""auto"">smallpox</a> disease caused by the Variola virus in people who weigh at least 7 pounds (3 kg).</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/tecovirimat-oral-injection.html"">tecovirimat</a> (oral/injection) [ <i>TEK-oh-VIR-i-mat</i> ]<br>
<b>Brand name:</b> Tpoxx<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-antivirals.html"">Miscellaneous antivirals</a></p>",['<p>Follow all directions on your prescription label and read all medication guides or instruction sheets. Use the medicine exactly as directed.</p>'],Tpoxx (oral/injection),"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/tpoxx-oral-injection.html,['<p>Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies.</p>']
<p>TPOXX is a prescription medicine used to treat smallpox disease caused by a type of virus called variola virus in adults and children who weigh at least 7 pounds (3 kg).</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/tecovirimat-oral-injection.html"">tecovirimat</a><br>
<b>Dosage form:</b> capsules and injection<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-antivirals.html"">Miscellaneous antivirals</a></p>",['<p><strong>Usual Pediatric and Adult Dosage for Smallpox</strong></p>'],TPOXX,"<p>TPOXX may cause serious side effects, including:</p>",drugs.com,https://www.drugs.com/tpoxx.html,[]
"<p>TNKase is a thrombolytic (THROM-bo-LIT-ik) drug, sometimes called a ""clot-busting"" drug. It helps your body produce a substance that dissolves unwanted blood clots.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/tenecteplase.html"">tenecteplase</a> [ <i>ten-EK-te-plase</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/thrombolytics.html"">Thrombolytics</a></p>",['<p>TNKase is given as an infusion into a vein. A healthcare provider will give you this injection.</p>'],TNKase,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/tnkase.html,"['<p>If possible before you receive TNKase, tell your doctor if you have a <a href=""/health-guide/brain-tumor.html"" data-type=""auto"">brain tumor</a> or aneurysm, <a href=""/cg/hypertension.html"" data-type=""auto"">high blood pressure</a>, <a href=""/cg/hemophilia.html"" data-type=""auto"">hemophilia</a> or other <a href=""/condition/bleeding.html"" data-type=""auto"">bleeding disorder</a>, a history of <a href=""/cg/ischemic-stroke.html"" data-type=""auto"">stroke</a>, or if you have recently had a <a href=""/cg/head-injury.html"" data-type=""auto"">head injury</a> or <a href=""/condition/surgery.html"" data-type=""auto"">surgery</a> on your brain or spinal cord.</p>']"
<p>Tlando (testosterone) is a liquid filled capsule used to treat symptoms of low testosterone in men who have hypogonadism (a condition in which the body does not produce enough natural testosterone).</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/testosterone.html"">testosterone oral</a> [ <i>tes-TOS-ter-one</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/androgens-and-anabolic-steroids.html"">Androgens and anabolic steroids</a></p>",['<p>Take Tlando as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.</p>'],Tlando,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Tlando</b>: hives, difficult breathing, swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/tlando.html,"['<p>You should not be treated with Tlando if you have <a href=""/cg/prostate-cancer.html"" data-type=""auto"">prostate cancer</a>, male breast cancer, or low testosterone levels due to getting older.</p>']"
"<p><a href=""/mtm/brompheniramine.html"" data-type=""auto"">Brompheniramine</a> is an antihistamine that reduces the effects of the natural chemical histamine in the body. Histamine can produce symptoms of sneezing, <a href=""/cg/itchy-skin.html"" data-type=""auto"">itching</a>, watery eyes, and runny nose.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/brompheniramine-dextromethorphan-and-phenylephrine.html"">brompheniramine, dextromethorphan, and phenylephrine</a> [ <i>brome-fen-IR-a-meen, dex-troe-meth-OR-fan, fen-il-EFF-rin</i> ]<br>
<b>Brand names:</b> Alahist DM, <a href=""/mtm/bp-allergy-dm.html"">BP Allergy DM</a>, <a href=""/mtm/bromatan-dm.html"">Bromatan-DM</a>, Children's Cold &amp; Cough DM, Cold &amp; Cough Childrens, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 12 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Dimaphen DM, Dimetapp Cold &amp; Cough, Dimetapp DM Cold &amp; Cough, DuraTan DM, Rynex DM, TL-Hist DM, Tussi-Pres B
</span><br>
<b>Drug class:</b> <a href=""/drug-class/upper-respiratory-combinations.html"">Upper respiratory combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended. This medication is usually taken only for a short time until your symptoms clear up.</p>']",TL-Hist DM,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/tl-hist-dm.html,"['<p>Do not give this medication to a child younger than 4 years old. <b>Always ask a doctor before giving a cough or cold medicine to a child.</b> Death can occur from the misuse of cough and <a href=""/cg/cold-symptoms-aftercare-instructions.html"" data-type=""auto"">cold</a> medicines in very young children.</p>']"
"<p>Multivitamins are a combination of many different <a href=""/drug-class/vitamins.html"" data-type=""auto"">vitamins</a> that are normally found in foods and other natural sources.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/multivitamin-with-iron-and-fluoride.html"">multivitamin with iron and fluoride</a> [ <i>MUL-tee-VYE-ta-min-with-EYE-urn-and-FLOOR-ide</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/mykidz-iron-fl.html"">MyKidz Iron FL</a>, <a href=""/mtm/poly-vi-flor-with-iron.html"">Poly-Vi-Flor with Iron</a>, <a href=""/mtm/quflora-fe.html"">Quflora FE</a>, <a href=""/mtm/escavite.html"">Escavite</a>, TL Fluorivitamin, <a href=""/mtm/tri-vites-with-fluoride-and-iron.html"">Tri Vites with Fluoride and Iron</a></p>",[],TL Fluorivitamin,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/tl-fluorivitamin.html,['<p><b>An overdose of iron can be fatal to a child younger than 6 years old.</b></p>']
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/cdi/total-parenteral-nutrition-tpn-electrolytes.html"">sodium chloride, calcium chloride, potassium chloride, magnesium chloride, and sodium acetate</a><br>
<b>Dosage form:</b> injection, solution, concentrate<br>
<b>Drug class:</b> <a href=""/drug-class/intravenous-nutritional-products.html"">Intravenous nutritional products</a></p>",[],TPN Electrolytes Prescribing Information,,drugs.com,https://www.drugs.com/pro/tpn-electrolytes.html,[]
"<p><a href=""/mtm/coal-tar-topical.html"" data-type=""auto"">Coal tar</a> is a by-product of coal processing.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> coal tar topical [ <i>KOL-TAR-TOP-ik-al</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/anti-dandruff.html"">Anti-Dandruff</a>, <a href=""/mtm/balnetar.html"">Balnetar</a>, Coal Tar, <a href=""/mtm/dhs-tar-shampoo.html"">DHS Tar Shampoo</a>, <a href=""/mtm/ionil-t.html"">Ionil T</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 23 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Medicasp, MG217 Medicated Tar, MG217 Psoriasis, Neutrogena T/Derm, Neutrogena T/Gel, Neutrogena T/Gel Extra Strength, Oxipor VHC, PC Tar, Psoriasin, Psoriatar, Scytera, T/Gel Conditioner, Tarsum, Tera Gel, Therapeutic, Theraplex T, Elta Tar, Tegrin Medicated
</span><br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-topical-agents.html"">Miscellaneous topical agents</a></p>",[],T/Gel Conditioner,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/t-gel-conditioner.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Twyneo is a prescription medicine used on the skin (topical) to treat acne vulgaris in adults and children 9 years of age and older.<br>
<br>
<strong>Important:</strong> Twyneo is for use on the skin only (topical). Do not use Twyneo in your mouth, eyes, or vagina.<br>
<br>
It is not known if this medicine is safe and effective in children below 9 years of age.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/benzoyl-peroxide-and-tretinoin-topical.html"">benzoyl peroxide and tretinoin</a><br>
<b>Dosage form:</b> topical cream<br>
<b>Drug class:</b> <a href=""/drug-class/topical-acne-agents.html"">Topical acne agents</a></p>",[],Twyneo,<p>Twyneo may cause serious side effects including:</p>,drugs.com,https://www.drugs.com/twyneo.html,[]
<p>Acetaminophen is used to treat minor aches and pain and to reduce fever. It may also help treat pain from mild forms of arthritis.</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> acetaminophen [ <i>a-seet-a-MIN-oh-fen</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/miscellaneous-analgesics.html"">Miscellaneous analgesics</a></p>","['<p><i>Take this medicine only as directed by your doctor</i>. Do not take more of it, do not take it more often, and do not take it for a longer time than your doctor ordered. Liver damage can occur if large amounts of acetaminophen are taken for a long time.</p>']","T-Painol (Oral, Rectal)","<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/t-painol.html,['<p><i>It is very important that your doctor check the progress of you or your child while you are using this medicine</i>. This will allow your doctor to see if the medicine is working properly and to decide if you should continue to take it.</p>']
"<p>Twirla patches contain a combination of two female hormones, <a href=""https://www.drugs.com/monograph/estradiol.html"">ethinyl estradiol</a> and levonorgestrel.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ethinyl-estradiol-and-levonorgestrel.html"">ethinyl estradiol and levonorgestrel</a> (transdermal) [ <i>ETH-in-ill-ess-tra-DYE-ol-and-LEE-vo-nor-JESS-trel</i> ]<br>
<b>Brand name:</b> Twirla<br>
<b>Drug class:</b> <a href=""/drug-class/contraceptives.html"">Contraceptives</a></p>","['<p>Twirla patches are used in a 28-day (four-week) cycle. A new patch is applied and worn for seven days for three consecutive weeks (Weeks 1, 2, and 3). No Twirla patch is worn during Week 4 (the patch-free week), when withdrawal bleeding is expected.</p>']",Twirla Patch,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Twirla</b>: <a href=""/cg/urticaria.html"">hives</a>; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/twirla.html,"['<p><b>You should not use Twirla if you have:</b> uncontrolled <a href=""/cg/hypertension.html"">high blood pressure</a>, heart disease, <a href=""/cg/coronary-artery-disease.html"">coronary artery disease</a>, health problems caused by diabetes (such as damage to your kidneys, eyes, nerves, or blood vessels), undiagnosed vaginal bleeding, liver disease or liver cancer, severe <a href=""/cg/migraine-headache.html"">migraine</a> headaches, if you also take certain hepatitis C medication, if you will have major surgery, if you smoke and are over 35, or if you have ever had a <a href=""/cg/heart-attack.html"">heart attack</a>, a stroke, a blood clot, <a href=""/cg/jaundice.html"">jaundice</a> caused by pregnancy or this medicine, or cancer of the breast, uterus/cervix, or vagina.</p>']"
"<p><a href=""/cg/hepatitis-a.html"" data-type=""auto"">Hepatitis A</a> and B are serious diseases caused by virus. Hepatitis causes inflammation of the liver, <a href=""/cg/acute-nausea-and-vomiting.html"" data-type=""auto"">vomiting</a>, and <a href=""/cg/jaundice.html"" data-type=""auto"">jaundice</a> (yellowing of the skin or eyes). Hepatitis can lead to <a href=""/cg/liver-cancer.html"" data-type=""auto"">liver cancer</a>, <a href=""/health-guide/cirrhosis.html"" data-type=""auto"">cirrhosis</a>, or death.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/hepatitis-a-and-hepatitis-b-vaccine.html"">hepatitis A and hepatitis B vaccine</a> [ <i>HEP-a-TYE-tis</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/vaccine-combinations.html"">Vaccine combinations</a></p>","[""<p>This vaccine is given as an injection (shot) into a muscle. You will receive this injection in a doctor's office or other clinic setting.</p>""]",Twinrix Preservative-Free,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/twinrix-preservative-free.html,['<p>Tell your doctor if you use other medicines or have other medical conditions or allergies.</p>']
"<p><a href=""/cg/diphtheria.html"" data-type=""auto"">Diphtheria</a> and <a href=""/cg/tetanus.html"" data-type=""auto"">tetanus</a> are serious diseases caused by bacteria.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/diphtheria-and-tetanus-toxoids-vaccine.html"">tetanus and diphtheria toxoids vaccine (Td)</a> [ <i>TET-a-nus-and-dif-THEER-ee-a-TOX-oyds-vax-EEN</i> ]<br>
<b>Brand names:</b> TDVAX, Tenivac (Td)<br>
<b>Drug class:</b> <a href=""/drug-class/vaccine-combinations.html"">Vaccine combinations</a></p>",['<p>This vaccine is given as an injection (shot) into a muscle.</p>'],TDVAX (Td),"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; dizziness, weakness; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/tdvax-td.html,['<p>Becoming infected with tetanus or diphtheria is much more dangerous to your health than receiving this vaccine.</p>']
